,text,date,channel_FedRussianInsiders,channel_TechCryptoAnalyst,channel_Whalesguide,channel_binancekillers,channel_cryptoclubpump,channel_wallstreetqueenofficial,sentiment,sentiment_score,year,week,day
1355,"**$BTC** **UPDATE VIP **--------------------  **Bitcoin has a larger market cap than Bank of America and Bank of China combined.** -------------------- We told you first, Fed. Russian Insiders",2024-01-22,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,4,0
1356,**Daily Sentiment Analysis** -------------------- Fed. RussiaBitcoinn Insiders,2024-01-22,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,4,0
1357,"**$**ETHBTC** UPDATE VIP -------------------- **On daily timeframe level the price action of $ETHBTC has successfully after squeezing out the Buy Side Liquidity level has pumped up impulsively from its Horizontal Support level which is marked between the $0.05173 - $0.05099 level. And headed towards to fill out its FVG gap level and currently the price action is consolidating in a compression level on H4 timeframe level where it shows the rejection level to its Horizontal Resistance level ** -------------------- We told you first, Fed. Russian Insiders**",2024-01-22,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,4,0
1358,"**$BTC**** UPDATE VIP -------------------- **As expected the price action of $BTC successfully played out the pattern level we marked and broke down its Horizontal Support level as we expected ** -------------------- We told you first, Fed. Russian Insiders**",2024-01-22,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,4,0
1359,"$BTC VIP Analysis January 23, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BEARISH -------------------- On the H4 timeframe level, the price action of $BTC has broken down its Horizontal Support level which was marked between the $41,212 - $40,736 level as the price action was consolidating in a compression level. Currently, the price action is consolidating between its another Horizontal Support level which is marked between the $39,703 - $39,325 level which can show us the shot term bounce from there before any further downward movements -------------------- MAIN INTEREST LEVELS SHORT $39,703 LONG $39,325 PREDICTED DAILY RANGE $37,544 - $43,539 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-01-22,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,4,0
1360,"**$BTC** **UPDATE VIP **--------------------  **SEC opens comment period on proposal that would allow options trading on BlackRocks spot ****#bitcoin******** ETF.** -------------------- We told you first, Fed. Russian Insiders",2024-01-23,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,4,1
1361,"$BTC VIP Analysis January 24, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BEARISH -------------------- As expected the price action of $BTC successfully bounced back from its Horizontal Support level marked between the $39,703 - $39,325 level. If the price action holds this support level on the H4 timeframe level we can see the further upwards movements However, all the EMAs still show the resistance level -------------------- MAIN INTEREST LEVELS SHORT $39,703 LONG $39,325 PREDICTED DAILY RANGE $37,544 - $43,539 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-01-23,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,4,1
1362,"**$BTC** **UPDATE VIP **--------------------       **10,208 ****#BTC**** (415,036,423 USD) transferred from unknown wallet to ****#Coinbase** -------------------- We told you first, Fed. Russian Insiders",2024-01-24,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,4,2
1363,"**$BTC** **UPDATE VIP **--------------------  **SEC says they were SIM swapped, leading to fake spot ****#Bitcoin**** ETF approval post on their  account earlier this month** -------------------- We told you first, Fed. Russian Insiders",2024-01-25,1.0,0.0,0.0,0.0,0.0,0.0,neutral,0,2024,4,3
1364,"$BTC VIP Analysis January 25, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BEARISH -------------------- The price action on the H2 timeframe level is successfully bounced back and filled out the FVG gap level which is marked between the $39,970 - $39,822 level. The price action has held this level to show further upward movements. However another bottom level we can see from there -------------------- MAIN INTEREST LEVELS SHORT $39,703 LONG $39,325 PREDICTED DAILY RANGE $37,544 - $43,539 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-01-25,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,4,3
1365,"$BTC VIP Analysis January 26, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- The price action of $BTC on the H2 timeframe level is consolidating between its Horizontal Support level which is marked between the $39,970 - $39,822 level from where the price action can show the bounce back level. However, all the EMAs are acting as a support level also the price needs to show the breakout and retest candle closure above the level -------------------- MAIN INTEREST LEVELS SHORT $39,822 LONG $39,362 PREDICTED DAILY RANGE $38,802 - $41,164 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-01-26,1.0,0.0,0.0,0.0,0.0,0.0,neutral,0,2024,4,4
1366,"**$BTC** **UPDATE VIP **--------------------  **Bitwise becomes the first ****#Bitcoin**** ETF issuer to publish the address of their Bitcoin holdings ** Address: 1CKVszDdUp4ymGceAZpGzYEFr4RPNHYqaM -------------------- We told you first, Fed. Russian Insiders",2024-01-26,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,4,4
1367,"**$ETHBTC**** UPDATE VIP -------------------- **On daily timeframe level the price action of $ETHBTC successfully has got rejected from its Horizontal Resistance level which is marked between the $0.06153 - $0.06061 level. The price action has also broke down its Horizontal Support level as well which is marked between the $0.05725 - $0.05633 level The price action also left out the FVG gap level marked between the $0.05435 - $0.05203 level** -------------------- We told you first, Fed. Russian Insiders**",2024-01-26,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,4,4
1368,"$BTC VIP Analysis January 27, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- As expected the price action of $BTC successfully bounced back and filled out its previous FVG gap level which was created while going down. Currently, the price action is respecting its Horizontal Resistance level marked between the $42,229 - $41,973 level While pumping up the price action has left out the Candle Imbalances which have to be filled out -------------------- MAIN INTEREST LEVELS SHORT $41,973 LONG $40,736 PREDICTED DAILY RANGE $39,354 - $44,447 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE] -------------------- Yours truly, Federal Russian Insiders",2024-01-27,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,4,5
1369,"**$BTC** **UPDATE VIP **-------------------- ** JUST IN: USA  Files notice to sell $130M of ****#Bitcoin**** seized from Silk Road Agent.** -------------------- We told you first, Fed. Russian Insiders",2024-01-27,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,4,5
1370,"$BTC VIP Analysis January 28, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BEARISH -------------------- As expected the price action of $BTC successfully filled out the FVG gap level which was marked between the $41,843 - $41,574 level. Currently, the price action is respecting its Horizontal Resistance level marked between the $42,229 - $41,973 level where it's consolidating in a compression level and trying to reject from there -------------------- MAIN INTEREST LEVELS SHORT $42,229 LONG $41,212 PREDICTED DAILY RANGE $39,354 - $44,447 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-01-28,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,4,6
1371,"**$BTC** **UPDATE VIP **--------------------  **Grayscale deposited 9,995 ****$BTC****($410.9M) to ****#CoinbasePrime**** again today. ****#Grayscale**** has deposited 113,129 ****$BTC****($4.64B) to CoinbasePrime since the Bitcoin ETF was passed.** -------------------- We told you first, Fed. Russian Insiders",2024-01-28,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,4,6
1372,"**$BTC** **UPDATE VIP **--------------------  **BlackRocks IBIT ETF now holds almost 50,000 ****#BTC**** as AUM hits $2 billion.** -------------------- We told you first, Fed. Russian Insiders",2024-01-29,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,5,0
1373,"$BTC VIP Analysis January 29, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BEARISH -------------------- As expected the price action was successfully rejected from its Horizontal Resistance level which is marked between the $42,229 - $41,973 level. Currently, the price action is again consolidating at a compression level which can show us the rejection levels from there -------------------- MAIN INTEREST LEVELS SHORT $42,229 LONG $41,212 PREDICTED DAILY RANGE $39,354 - $44,447 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-01-29,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,5,0
1374,"**$BTC** **UPDATE VIP **--------------------  **Grayscale has sent $4.64B worth of ****#Bitcoin**** to Coinbase Prime since ETFs were approved ** -------------------- We told you first, Fed. Russian Insiders",2024-01-30,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,5,1
1375,"$BTC VIP Analysis January 30, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BEARISH -------------------- As expected the price action of $BTC successfully got rejected and bounced back after holding out its Horizontal Support level. Currently, the price action is respecting its Horizontal Resistance level which is marked between the $43,561 - $43,125 level -------------------- MAIN INTEREST LEVELS SHORT $43,561 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-01-30,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,5,1
1376,"$BTC VIP Analysis January 31, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BEARISH -------------------- As expected the price action of $BTC successfully got rejected from its Horizontal Resistance level which is marked between the $43,561 - $43,125 level which can show us that the price action will reach out to its Horizontal Support level again. -------------------- MAIN INTEREST LEVELS SHORT $43,561 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-01-31,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,5,2
1377,"**$BTC** **UPDATE VIP **-------------------- ** Amazon is preparing a movie about the $3 billion ****#Bitfinex**** hack. ** Which is one of the largest thefts in the history of #cryptocurrency, involving an amount of up to 3 billion US dollars. The movie will show how hackers successfully stole a huge amount of digital currency and the subsequent investigation process. -------------------- We told you first, Fed. Russian Insiders",2024-01-31,1.0,0.0,0.0,0.0,0.0,0.0,neutral,0,2024,5,2
1378,"$BTC VIP Analysis February 01, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- The price action on the H4 timeframe level has successfully reached its Horizontal Support level as we expected. The price action currently consolidating at its Horizontal Support level and taking out the formation of a double-top pattern level -------------------- MAIN INTEREST LEVELS SHORT $41,973 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-01-31,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,5,2
1379,"**UPDATE VIP **--------------------  **As ****#Celsius**** is getting ready for its liquid crypto distribution to some Creditors, a Celsius wallet just received 25,266 ****#Bitcoins**** (worth $1.10 billion).** -------------------- We told you first, Fed. Russian Insiders",2024-02-01,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,5,3
1380,"**$BTC**** UPDATE VIP ---**--**--------------- **On Monthly timeframe level the price action of $BTC looks bullish as the price action has squeezed out the Buy Side lIquidity level region and testing out its Horizontal Resistance region which is marked between the $49,175 - $47,440 level The price action can show us the further upward movements only if it flips out its Horizontal Support level into the support level ** -------------------- We told you first, Fed. Russian Insiders**",2024-02-01,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,5,3
1381,"**$BTC**** UPDATE VIP **-------------------- **JUST IN: **************** 9,030 ****$BTC**** (393,621,051 USD) transferred from unknown wallet to Coinbase Institutional** -------------------- We told you first, Fed. Russian Insiders",2024-02-02,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,5,4
1382,"$BTC VIP Analysis February 02, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- After the rejection level, the price action of $BTC successfully showed us the bounce-back level from its Horizontal Support level. Currently, the price action is rejecting its Horizontal Resistance level which can show us the downfall in the price action of $BTC -------------------- MAIN INTEREST LEVELS SHORT $43,125 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-02-02,1.0,0.0,0.0,0.0,0.0,0.0,neutral,0,2024,5,4
1383,"**$BTC**** DOMINANCE UPDATE VIP -------------------- **The price action on the H4 timeframe level is consolidating as expected according to the pattern level we have marked. The price action has filled out its FVG gap level and heading toward another FVG gap level which is marked between the 53.57% - and 52.96% levels. As the volume is increasing this can potentially show us the further increase in the price of $BTC ** -------------------- We told you first, Fed. Russian Insiders**",2024-02-02,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,5,4
1384,"**$BTC**** UPDATE VIP **--------------------  **Bitcoin ETF flows after first 14 trading days: $1.7 billion.  Gold ETF flows after first 14 trading days: $1.3 billion. ** -------------------- We told you first, Fed. Russian Insiders",2024-02-03,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,5,5
1385,"$BTC VIP Analysis February 03, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- As expected the price action of $BTC successfully showed us the rejection level from its Horizontal Resistance level which is marked between the $43,561 - $43,125 level. Currently, the price action is again consolidating below its Horizontal Resistance level which can be overcome and fill out this level -------------------- MAIN INTEREST LEVELS SHORT $43,125 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-02-03,1.0,0.0,0.0,0.0,0.0,0.0,neutral,0,2024,5,5
1386,"$BTC VIP Analysis February 04, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BEARISH -------------------- As expected the price action of $BTC is getting rejected from its Horizontal Resistance level marked between the $43,561 - $43,125 level. Currently, the price action is getting rejected and breaking down its Support trendline level which after the closure below the level can show us the downward movements -------------------- MAIN INTEREST LEVELS SHORT $43,125 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-02-04,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,5,6
1387,"**$BTC**** UPDATE VIP **-------------------- **Facebook and ****Instagram may soon allow spot Bitcoin ETF ads** ETF Store President Nate Geraci stated on social media that Facebook and Instagram may soon allow advertising for spot Bitcoin ETFs. -------------------- We told you first, Fed. Russian Insiders",2024-02-04,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,5,6
1388,"**$BTC**** UPDATE VIP **--------------------  **The BlackRock and Fidelity Bitcoin ETFs are in the top 10 of ALL ETF inflows for January ** -------------------- We told you first, Fed. Russian Insiders",2024-02-05,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,0
1389,"$BTC VIP Analysis February 05, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- The price action of $BTC on the H1 timeframe level successfully filled out its FVG gap level which is marked between the $42,360 - $42,283 level. Currently, it's respecting its Horizontal Support level and the price action is trying to bounce back level. However, the side liquidity level is marked at the $41,906 level which can be squeezed out later on -------------------- MAIN INTEREST LEVELS SHORT $43,125 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-02-05,1.0,0.0,0.0,0.0,0.0,0.0,neutral,0,2024,6,0
1390,"$BTC** DOMINANCE UPDATE VIP ----**-**--------------- **On H4 timeframe level the price action of $BTC DOMINANCE is respecting out its Horizontal Support level which is marked between the 52.44% - 52.29% level which the price action can hold out this level and show us further upward movement as all the EMAs are into the Support levels ** -------------------- We told you first, Fed. Russian Insiders**",2024-02-05,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,0
1391,"**$BTC**** UPDATE VIP **--------------------  **Pro ****#Bitcoin**** candidate Nayib Bukele re-elected as President of  El Salvador** -------------------- We told you first, Fed. Russian Insiders",2024-02-06,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,1
1392,"**MONTHLY PNL UPDATE VIP** January 2024 -------------------- **TOTAL TRADES: 28** Average trades per day: 1-2 Average trades per week: 6.3 Wins: 28 Losses: 0 Unfilled/Neutral/Set: 0 **TOTAL PROFIT: **373**% **(considering only 5-10% of our portfolios is used per trade)** **Accuracy: 95.1% PERFECT MONTH! with 0 stops reached, making all our 28 trades this month winning trades!! BTC is once again ready to make a huge move And whats the best part? That we're just getting started... While all other trading channels are trying to make pennies, and not get liquidated, weve once again managed to catch all the biggest moves in the market on January, making us a total profit of 2,613% (adjusted to 373% for position sizes, 5-10% per trade). Out of a total of 66 trades (including scalps, standard trades and swing trades), 28 became huge winners, while 0 were closed at breakeven and 0 at stop loss. Truly an amazing month. -------------------- Yours truly, Fed. Russian Insiders",2024-02-06,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,1
1393,"$BTC VIP Analysis February 06, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- As expected the price action of $BTC Successfully bounced back towards its Horizontal Resistance level which is marked between the $43,561 - $43,125 level. The price action which it left out the FVG gap level is trying to fill out and going to test out its Horizontal Resistance level again -------------------- MAIN INTEREST LEVELS SHORT $43,125 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-02-06,1.0,0.0,0.0,0.0,0.0,0.0,neutral,0,2024,6,1
1394,"**$BTC**** DOMINANCE UPDATE VIP -------------------- **The price action of $BTC DOMINANCE on the daily timeframe level is consolidating in a descending triangle pattern level where the price action is consolidated on its Horizontal Support level which is marked between the 52.72% - 52.31% level. The price action is trying to break its Horizontal Support on the micro timeframe level thus there is another FVG gap level on the short timeframe level below the compression level As the price action still goes down, we can see a drop in the price of Dominance thus in the price of $BTC as well ** -------------------- We told you first, Fed. Russian Insiders**",2024-02-06,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,6,1
1395,"**$BTC**** UPDATE VIP **--------------------  **SEC introduces rule that potentially means all ****#DEX**** liquidity positions above $50M must register with SEC.** -------------------- We told you first, Fed. Russian Insiders",2024-02-07,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,2
1396,"$BTC VIP Analysis February 07, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- The price action of $BTC on the H1 timeframe level is successful after reaching out to is Horizontal Resistance level got rejected from there as we expected. We can again expect that the price action will reach its Horizontal Support level again which is marked between the $42,360 - $42,283 level -------------------- MAIN INTEREST LEVELS SHORT $42,767 LONG $42,860 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-02-07,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,2
1397,"**$BTC**** UPDATE VIP **--------------------  **MicroStrategy acquired an additional 850 ****$BTC**** for $37.2 million **Holding 190,000 #bitcoins at an average purchase price of $31,224 -------------------- We told you first, Fed. Russian Insiders",2024-02-08,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,3
1398,"$BTC VIP Analysis February 08, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BULLISH -------------------- On the H4 timeframe level, the price action of $BTC successfully bounced back towards its FGV gap level after an H4 closure at its Horizontal Support level which is marked between the $42,860 - $42,767 level. Currently, the price action is testing out its Horizontal Resistance region of the FVG gap level and consolidating over there. -------------------- MAIN INTEREST LEVELS SHORT $44,269 LONG $44,754 PREDICTED DAILY RANGE $43,115 - $47,022 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-02-08,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,3
1399,"**$BTC**** DOMINANCE UPDATE VIP -------------------- **The price action of $BTC DOMINANCE on daily timeframe level as expected is bouncing back from its Horizontal Support level which is marked between the 52.72% - 52.31% level. As the price action is bouncing back from that region we can see the fulfilment of the FVG gap level which can show us the increase in the price of $BTC as well ** -------------------- We told you first, Fed. Russian Insiders**",2024-02-08,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,3
1400,"**$BTC**** UPDATE VIP **--------------------  **Data from 10x_Research shows that buying ****$BTC**** 3 days before the Chinese  New Year and selling ****#BTC**** 10 days after the Chinese New Year results in an average return of +11% ** -------------------- We told you first, Fed. Russian Insiders",2024-02-09,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,4
1401,"$BTC VIP Analysis February 09, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- The price action of $BTC on the H4 timeframe level successfully as expected bounced back from its Horizontal Support level and filled out the FVG gap level which is marked between the $45,576 - $44,641 level. The price action also took out the Buy Side Liquidity level which was marked at $46,129 -------------------- MAIN INTEREST LEVELS SHORT $47,024 LONG $46,276 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-02-09,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,4
1402,"**$BTC**** DOMINANCE UPDATE VIP -------------------- **As expected the price action of $BTC DOMINANCE is successfully bouncing back from its Horizontal Support level which is marked between the 52.72% - 52.31% level. The price action is filling out its FVG gap level which increases its volume level thus the price of $BTC is also rising ** -------------------- We told you first, Fed. Russian Insiders**",2024-02-09,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,4
1403,"$BTC VIP Analysis February 10, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- On the H4 timeframe level, the price action of $BTC successfully has squeezed out its $46,129 and $47,898 liquidity level and consolidating at its Horizontal Resistance level which is marked between the $47,382 - $47,024 level. We can expect the rejection level from there and for that, we have to see the closure below the level. Whereas, On the weekly timeframe level the price action of $BTC shows the Bullish Structure on weekly timeframe level -------------------- MAIN INTEREST LEVELS SHORT $47,024 LONG $47,382 PREDICTED DAILY RANGE $43,867 - $52,378 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-02-10,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,5
1404,"Exchanges BTC Long/Short Ratio -------------------- Yours truly, Fed. Russian Insiders",2024-02-10,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,5
1405,"**$BTC**** UPDATE VIP **--------------------  **MicroStrategy's ****#Bitcoin**** Holdings Surge 50%, Valued at $9 Billion! ** -------------------- We told you first, Fed. Russian Insiders",2024-02-11,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,6,6
1406,"$BTC VIP Analysis February 11, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- As expected the price action of $BTC showed us the rejection level accordingly as we expected. The price then after bounced back from its Horizontal Support level which is marked between the $47,382 - $47,024 level. After a retest level the price action might squeeze out its Buy Side Liquidity level marked at the $49,107 level -------------------- MAIN INTEREST LEVELS SHORT $49,107 LONG $47,382 PREDICTED DAILY RANGE $43,867 - $52,378 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE DATA] -------------------- Yours truly, Federal Russian Insiders",2024-02-11,1.0,0.0,0.0,0.0,0.0,0.0,neutral,0,2024,6,6
1407,"**$BTC**** DOMINANCE UPDATE VIP -------------------- **As expected the price action of $BTC DOMINANCE fills out the FVG gap level. Currently it's testing out its resistance trendline level from there we can expect to see the rejection level for the short term which can show us the decrease in the volume of $BTC DOMINANCE ** -------------------- We told you first, Fed. Russian Insiders**",2024-02-11,1.0,0.0,0.0,0.0,0.0,0.0,neutral,0,2024,6,6
1408,"$BTC VIP Analysis February 12, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- The price action of $BTC almost hit its Buy Side Liquidity level which is marked at the $49,107 level. Currently, the price action is still consolidating above its level, and another pump we can expect. -------------------- MAIN INTEREST LEVELS SHORT $49,107 LONG $47,382 PREDICTED DAILY RANGE $43,867 - $52,378 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-02-12,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,7,0
1409,"**$BTC**** DOMINANCE UPDATE VIP -------------------- **The price action on the daily timeframe level successfully broke out its resistance trendline level and filled out its FVG gap level completely which is increasing up the volume thus the price of $BTC is rising as the dominance is getting stronger** -------------------- We told you first, Fed. Russian Insiders**",2024-02-12,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,7,0
1410,"**$BTC**** UPDATE VIP **--------------------  **#Bitcoin**** could reach $112K this year driven by ETF inflows, worst-case $55K: CryptoQuant CEO** -------------------- We told you first, Fed. Russian Insiders",2024-02-13,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,7,1
1411,"$BTC VIP Analysis February 13, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BULLISH -------------------- BTC PRICE HIT OUT $50,000  The price action of $BTC successfully hit the Its Buy Side Liquidity level which is marked at $49,107 level. On the weekly timeframe level, the price action has broken out its its neckline of the compression level and heading toward its upward Horizontal Resistance level -------------------- MAIN INTEREST LEVELS SHORT $53,472 LONG $48,788 PREDICTED DAILY RANGE $43,870 - $61,840 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-02-13,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,7,1
1412,"**$BTC**** UPDATE VIP **--------------------  **Michael Saylor: Buying demand for Bitcoin**** spot ETFs far exceeds supply**. Michael Saylor said that the demand for purchasing #Bitcoin spot ETFs is ten times its natural supply. -------------------- We told you first, Fed. Russian Insiders",2024-02-14,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,7,2
1413,"$BTC VIP Analysis February 14, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH -------------------- On the daily timeframe level, the price action of $BTC as expected hit the $50,000 region level and took out the formation of the Higher ow level after a Higher High level. The price action has left out the FVG gap level which is marked between the $46,928 - $45,660 level which can be filled out if the price action breaks down its Support level and closes below the level -------------------- MAIN INTEREST LEVELS SHORT $49,516 LONG $45,660 PREDICTED DAILY RANGE $43,870 - $61,840 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",2024-02-14,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,7,2
1414,"$BTC UPDATE VIP -------------------- BTC crossed $51500  -------------------- We told you first, Fed. Russian Insiders",2024-02-14,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,7,2
1415,"**$BTC**** UPDATE VIP **--------------------  **Bitcoin ETF Flow - 13th Feb** Tuesday was the largest daily net inflow to spot Bitcoin ETFs thus far +631M USD -------------------- We told you first, Fed. Russian Insiders",2024-02-15,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,7,3
