,text,channel_FedRussianInsiders,channel_TechCryptoAnalyst,channel_Whalesguide,channel_binancekillers,channel_cryptoclubpump,channel_wallstreetqueenofficial,year,week,day,sentiment,smoothed_sentiment,smoothed_sentiment_weibull,smoothed_sentiment_weibull_week
2024-07-22 15:00:00+00:00,"VIP MARKET UPDATE: $BTC  The price experienced a low-volume surge following a retest above horizontal support. Currently, it's undergoing a correction to retest this support. A successful retest would confirm a potential upward trend. Conversely, failure to hold may lead to further market correction.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,30,0,positive,1.625,1.117776203867475,4.764478344898708
2024-07-23 08:00:00+00:00,"**July 23, 2024  MARKET ANALYSIS:** Market Cap: $2.4 Trillion 24h Volume: $88.06 Billion BTC Dominance: 54.5% ETH Dominance: 17.1% BK Health Standard: 5.1 (1 to 10) BK Sentiment: 47% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. CTK: +27% 2. STMX: +21% 3. CVX: +12% **Top Losers** 1. BB: -10% 2. SYN: -9% 3. IRIS: -8% **BINANCE FUTURES: Top Gainers** 1. STMXUSDT: +20% 2. AEVOUSDT: +10% **Top Losers** 1. 1000RATSUSDT: -11% 2. AEVOUSDT: -10% **LARGEST VOLUME (24h)** 1. BTC/USDT ($43200m) 2. ETH/USDT ($19600m) **DAILY OUTLOOK** CTK, STMX, and CVX are the top market gainers. Bitcoin is trending upward with some sideways movement, leading to an increase in BTC dominance. This has caused some corrections in altcoins. Overall, the market trend is bullish, though we can expect some pullbacks to maintain a balanced market structure.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,30,1,positive,2.125,0.001304889266051605,3.8840951851868977
2024-07-23 08:00:00+00:00,"$BTC VIP Analysis JULY 23th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH -------------------- The price action of $BTC on the H4 timeframe is successfully heading towards filling its FVG gap level, marked between $66,276 to $65,154. The price action is still respecting its support trendline level. We can expect a consolidation phase in that region, with potential ups and downs.  ------------------- MAIN INTEREST LEVELS SHORT $66,276 LONG $66,679 PREDICTED DAILY RANGE $64,325 to $70,031 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ------------------- Yours truly, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,1,positive,2.125,0.001304889266051605,3.8840951851868977
2024-07-23 15:00:00+00:00,"VIP MARKET UPDATE: $BTC  BTC is currently retesting above the horizontal support level. A successful retest would provide bullish confirmation, suggesting potential upward momentum. Conversely, if a breakdown occurs and the support fails, we might anticipate a market correction. This scenario highlights the critical nature of support levels in technical analysis, acting as pivotal points for future price direction.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,30,1,positive,2.4166666666666665,1.3948137469960626,4.023290855437882
2024-07-23 16:00:00+00:00,"**$WLD** **UPDATE VIP -------------------- **The price action of $WLD on the H1 timeframe has broken down its support region and is heading towards its next horizontal support level, marked between $2.14 to $2.09, where our third entry level is marked. Keeping in mind the $BTC scenario, the price action is also trying to break down the support trendline of the ascending channel pattern. If the price action breaks down and retests below it, we can expect a further drop in the price action, and we will close the position at the third entry level.  **-------------------- We told you first, Fed. Russian Insiders**",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,1,negative,1.291666666666667,1.4288384514890708,4.090828567306196
2024-07-23 21:00:00+00:00,**#Market**** Sentiment****** Bitcoin Fear and Greed Index is 71. Greed,0.0,0.0,0.0,0.0,0.0,1.0,2024,30,1,positive,1.875,-0.020086208468802935,3.993388721168506
2024-07-24 08:00:00+00:00,"**July 24, 2024  MARKET ANALYSIS:** Market Cap: $2.4 Trillion 24h Volume: $82.12 Billion BTC Dominance: 54.3% ETH Dominance: 17.3% BK Health Standard: 5 (1 to 10) BK Sentiment: 4.8% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. COTI: +17% 2. ENA: +12% 3. REZ: +11% **Top Losers** 1. CVP: -8% 2. TIA: -7% 3. POND: -6% **BINANCE FUTURES: Top Gainers** 1. COTIUSDT: +17% 2. ENAUSDT: +13% **Top Losers** 1. TIAUSDT: -8% 2. 1000RATSUSDT: -7% **LARGEST VOLUME (24h)** 1. BTC/USDT ($33000m) 2. ETH/USDT ($23000m) **DAILY OUTLOOK** COTI, ENA, and REZ are the top gainers in the market. BTC is attempting to regain momentum by reclaiming the $66K support level. A bullish candle close or a successful retest above this zone would confirm a bullish trend. However, if bulls lose this zone, a market correction might occur.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,30,2,positive,1.5,0.1454012293708496,3.9602449779548436
2024-07-24 13:00:00+00:00,"$BTC VIP Analysis JULY 24th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH -------------------- On the H4 timeframe, the price action of $BTC has successfully filled the Fair Value Gap (FVG) between $66,276 and $65,154. This suggests that the previous imbalance has been addressed. Currently, the price action has established a lower high, indicating potential weakness. If this pattern continues, we might see the formation of a lower low, signaling a bearish trend in the short term.  ------------------- MAIN INTEREST LEVELS SHORT $66,550 LONG $64,266 PREDICTED DAILY RANGE $64,325 to $70,031 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ------------------- Yours truly, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,2,neutral,1.0833333333333335,0.9753057506770131,4.014102322280422
2024-07-24 14:00:00+00:00,"VIP MARKET UPDATE: $BTC  The price has broken out of the descending triangle and is now retesting above it. A successful retest would confirm a bullish trend. However, if the retest fails and the price breaks down to retest the horizontal support, it could signal a potential correction.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,30,2,positive,2.0,0.8599106678895116,4.003968865370759
2024-07-24 20:00:00+00:00,"**$BTC** **UPDATE VIP -------------------- **The price action of $BTC on the daily timeframe is currently respecting its resistance trendline and consolidating within a descending channel pattern. This setup suggests a potential rejection from the resistance trendline, which could lead to downward movements.  If $BTC experiences a rejection, we might also see a decline in the prices of $ALTs. **-------------------- We told you first, Fed. Russian Insiders**",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,2,negative,0.2916666666666665,0.9431786916153423,4.200813776029264
2024-07-24 21:00:00+00:00,"VIP MARKET UPDATE: $BTC DOMINANCE  The price is moving within a symmetrical triangle pattern and is attempting a breakout. A successful breakout and retest of the triangle could confirm a bullish trend, while a rejection might indicate continued movement within the triangle. It's important to note that this often moves inversely to the altcoin market cap.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,30,2,positive,1.208333333333333,0.36565067492052156,4.137736728396845
2024-07-25 01:00:00+00:00,"**$BTC** **UPDATE VIP -------------------- **LIQUIDITY HUNT  **-------------------- We told you first, Fed. Russian Insiders**",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,3,positive,1.875,0.17688348440192347,4.084447403061145
2024-07-25 02:00:00+00:00,"**$BTC** **UPDATE VIP **--------------------  **In the past 24 hours , 69,360 traders were liquidated , the total liquidations comes in at $248.92 million.** The largest single liquidation order happened on Bitmex - #XBTUSD value $10.00M -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,3,negative,0.75,0.5767305138072445,4.1213427278457555
2024-07-25 06:00:00+00:00,"$BTC VIP Analysis JULY 25th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH -------------------- As anticipated, $BTC on the H4 timeframe has formed lower lows after establishing a lower high, and the price action has successfully filled the FVG gap between $66,276 and $65,154. We can now expect a potential bounce-back before any further downward movement. This rebound may provide a short-term relief rally, but it's crucial to monitor the price action for confirmation of either continued downward momentum or a potential reversal.  ------------------- MAIN INTEREST LEVELS SHORT $66,550 LONG $64,266 PREDICTED DAILY RANGE $64,325 to $70,031 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ------------------- Yours truly, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,3,positive,1.4166666666666665,0.10568287473178517,3.922805566311638
2024-07-25 06:00:00+00:00,"__**Ju**ly__ 25th**, 2024  MARKET ANALYSIS:** Market Cap: $2.31T Trillion 24h Volume: $81.96Billion BTC Dominance: 54.8% ETH Dominance: 16.5% BK Health Standard: 4.9 (1 to 10) BK Sentiment: 44% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. STMX +12.13% 2. 1000SATS: +5.93% 3. FLOW: +5.85% **Top Losers** 1. BNX: -12.88% 2. REZ: -12.40% 3. POND: -11.77% **BINANCE FUTURES: Top Gainers** 1. STMXUSDT: +6.27% 2. NAKAUSDT: +5.28% **Top Losers** 1. REZUSDT: -17.24% 2. TURBOUSDT: -13.99% **LARGEST VOLUME (24h)** 1. BTCUSDT (33.52B) 2. ETHUSDT (20.54B) **DAILY OUTLOOK** [VIP ONLY]  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,30,3,neutral,1.4166666666666665,0.10568287473178517,3.922805566311638
2024-07-25 08:00:00+00:00,"#Bitcoin is now falling again after reaching the previously defined territory. In the 4-hour time frame, a downward harmonic pattern has formed on the chart, and the price started to decrease after facing the resistance of $68,300 and has reached the small support level of $62,845 - $63,920. If the current level is broken by increasing selling pressure, the price may return to the previous bottom of $53,530.",0.0,1.0,0.0,0.0,0.0,0.0,2024,30,3,negative,0.16666666666666652,0.5988952838835101,3.9215453697026748
2024-07-25 13:00:00+00:00,"**FLASH VIP SALE**  **THE DIP OF A LIFETIME!!** This is the dip you dont want to miss. Join the biggest and most accurate crypto trading community in the world today Dont miss this Bull Merket Limited Spots Available!!  -> 1 Month - $290 (was $700) -> 3 Months - $480 (was $1,300) **->****Lifetime - $600 (was $2,700)** **USDT (TRC20)**: `TWK3UKJ2d1xrGfS5QxtFZbcsqUfhcs5Szh` **BTC**: `12LyvUGAqbkrNhuZMJKcFiEFRX8jQewHDs` __(tap payment address to copy)__ *__To complete your registration send a transaction confirmation screenshot to ____t.me/@BKCEO____ __ **What does Binance Killers VIP include?** 92%+ Accuracy Futures/Spot/Alt Signals: Scalps (1-2 per day on average), Swing Trades (2-3 per week) and our obscene Mega Signals (1 every 1-2 months), with a 300%-1000% profit potential. All of these with precise Technical, Fundamental and Sentiment analysis, exact entry and exit points, intensive risk and trade management, 24/7 admin support with @BKCEO and a joke or two here and there. All analysis, updates and signals are handcrafted by our team of top global traders and analysts. **Extras: ** - Proprietary Cornix Auto-Trade Integration - The largest learning material library for trading in the world - Exclusive access to new projects, whitelists and early gems - Now offering full support to US, Canada and UK VIP members Feel free to ask t.me/bkceo anything, were here to answer your questions.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,30,3,positive,0.9583333333333333,-0.3328366584898741,3.474310953604416
2024-07-25 14:00:00+00:00,"VIP MARKET UPDATE: $BTC  The price is currently holding above the support/resistance level and the ascending trendline. Bulls need to maintain this position to avoid losing momentum. If a breakdown occurs, retesting the support/resistance level could lead to further correction.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,30,3,neutral,0.8750000000000001,0.007722387252606655,3.4396546472167833
2024-07-26 02:00:00+00:00,"**$BTC** **UPDATE VIP **-------------------- **Presidential candidate Robert F. Kennedy Jr. proposes US  government match its gold holdings with ****#Bitcoin********, currently worth $615 billion.** -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,4,positive,1.375,0.04545651235061347,2.772270690494524
2024-07-26 06:00:00+00:00,"$BTC VIP Analysis JULY 26th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH -------------------- As expected, the price action of $BTC on the H4 timeframe has successfully bounced back from its horizontal support level, marked between $63,449 and $62,601 . The price action is now facing rejection from the resistance region once again . On the daily timeframe, the price action appears to be forming a potential double top pattern, indicating possible resistance at the current levels . ------------------- MAIN INTEREST LEVELS SHORT $67,172 LONG $65,240 PREDICTED DAILY RANGE $64,853 to $67,202 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ------------------- Yours truly, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,4,neutral,1.0416666666666665,0.9988137137850789,2.7510806918540562
2024-07-26 07:00:00+00:00,"**July 26, 2024  MARKET ANALYSIS:** Market Cap: $2.39 Trillion 24h Volume: $81.92 Billion BTC Dominance: 55.2% ETH Dominance: 14.4% BK Health Standard: 5.7 (1 to 10) BK Sentiment: 52% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. CVP: +110% 2. IRIS: +37% 3. HARD: +22% **Top Losers** 1. STMX: -7% 2. VIC: -3% 3. BETA: -2% **BINANCE FUTURES: Top Gainers** 1. 1000SATSUSDT: +21% 2. UMAUSDT: +20% **Top Losers** 1. STMXUSDT: -7% 2. BIGTIMEUSDT: -4% **LARGEST VOLUME (24h)** 1. BTC/USDT ($35200m) 2. ETH/USDT ($21400m) **DAILY OUTLOOK** CVP, IRIS, and HARD are the top market gainers. Bitcoin has regained momentum with strong volume, while BTC dominance faced rejection from the resistance zone, showing bullish strength in altcoins. The next resistance level is $68.5K, which is crucial for bulls to break out for a solid bullish confirmation.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,30,4,positive,2.0,0.9711186387174534,2.7404791210774397
2024-07-26 15:00:00+00:00,"VIP MARKET UPDATE: $BTC   The price has bounced perfectly from the support/resistance level and trendline support. It's currently facing horizontal resistance. A breakout and retest would confirm a bullish move, while a rejection could indicate continued consolidation in this area.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,30,4,positive,2.125,0.571642943699667,3.081206289498183
2024-07-26 17:00:00+00:00,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- **The price action of $BTC DOMINANCE on the H1 timeframe was initially making higher highs  but is now consolidating in a compression phase, failing to print further higher highs. This pattern suggests potential weakness. A possible double top formation is emerging, which could indicate upcoming downward movements  from the current levels. **-------------------- We told you first, Fed. Russian Insiders**",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,4,negative,0.875,0.9483575991143962,3.25506345547209
2024-07-27 02:00:00+00:00,"**$BTC** **UPDATE VIP **-------------------- **BREAKING: SEC SUES GAMESTOP SHORTERS** They announced they are suing short-seller Andrew Left and Citron Research for stock manipulation. -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,5,neutral,0.1250000000000001,-0.2199858728437789,3.0913719390654815
2024-07-27 06:00:00+00:00,"**FLASH VIP SALE! **24 Hour Offer!!! -------------------- **The Bull Market is HERE! ** With $BTC reaching a new All Time High (as we told you), and the new alt-season about to start, its only a matter of time for the most profitable signals of the year, and our VIP members are ready to catch them. After being the Top #1 trading channel in crypto for the past 2 market cycles, we know how to win, F**king BIG! 1 Month Fee: $260 (was $750) 3 Month Fee: $420 (was $1,300) **LIFETIME: $550 or 0.009 BTC (was $2,200)** **INCLUDED:** VIP Trading Signals (Futures/Spot) -------------------- **Step 1) Payment** **USDT TRC20** `TEjx8iHYuASjTaTQ73MVHRLawnZuunBCMu` **BTC** `1ETX8eU2QjWQaKgiaMYnmsf3UjDeF3Scof` **Step 2) Send payment screenshot to ****t.me/dmitrifri** -------------------- Yours truly, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,5,positive,0.9583333333333333,-0.03494782231476068,2.858290091966308
2024-07-27 07:00:00+00:00,"$BTC VIP Analysis JULY 27th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH -------------------- The price action of $BTC on the daily timeframe is currently respecting its horizontal resistance level, marked between $68,967 to $68,124. To continue the pattern, the price action needs to flip this region into a support level. However, there's a candle imbalance below this region that has yet to be addressed.  ------------------- MAIN INTEREST LEVELS SHORT $67,172 LONG $65,240 PREDICTED DAILY RANGE $64,853 to $67,202 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ------------------- Yours truly, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,5,positive,2.875,0.3595315871028624,2.8564174517598606
2024-07-27 07:00:00+00:00,"**July 27, 2024  MARKET ANALYSIS:** Market Cap: $2.43 Trillion 24h Volume: $58.75 Billion BTC Dominance: 55.4% ETH Dominance: 16.2% BK Health Standard: 5.4 (1 to 10) BK Sentiment: 51% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. STMX: +38% 2. CTXC: +34% 3. AMB: +25% **Top Losers** 1. CVP: -5% 2. ZEN: -4% 3. GNO: -3% **BINANCE FUTURES: Top Gainers** 1. STMXUSDT: +38% 2. AMBUSDT: +26% **Top Losers** 1. ZENUSDT: -4% 2. MKRUSDT: -3% **LARGEST VOLUME (24h)** 1. BTC/USDT ($25400m) 2. ETH/USDT ($13000m) **DAILY OUTLOOK** STMX, CTXC, and AMB are the top gainers in the market. BTC has regained momentum after clearing downward liquidity and is attempting to break through the horizontal resistance at $68.5K. A successful breakout and retest above this level would confirm a bullish trend, while a rejection might indicate some consolidation before the next upward move.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,30,5,positive,2.875,0.3595315871028624,2.8564174517598606
2024-07-27 08:00:00+00:00,"**#BTC****/USDT UPDATE:** #BTC is now trading around 67k. Bitcoin has been trading inside a rectangular zone for a long time on the weekly time frame. So now the Possible scenarios are If the price pumps up and breaks out of the rectangular zone and gives a weekly close, then we can see bullish momentum in it. Otherwise If the price dumps and breaks down the rectangular zone and gives a weekly close, then we can see bearish momentum in it. We will know the next direction of Bitcoin after the rectangular zone is broken. Stay tuned with us for further updates",0.0,0.0,0.0,0.0,0.0,1.0,2024,30,5,neutral,2.75,1.442307607142027,2.9873529767374594
2024-07-27 15:00:00+00:00,"VIP MARKET UPDATE: $BTC  The price bounced off the ascending trendline and support/resistance level, breaking through the horizontal resistance with strong volume. A candle close or successful retest above this level would provide further bullish confirmation.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,30,5,positive,2.875,1.4194958730568108,3.728696899362556
2024-07-27 16:00:00+00:00,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- **The price action on the daily timeframe, after breaking out of the resistance trendline of the symmetrical triangle pattern, is heading towards the buy-side liquidity level marked at 57.03%.  After this liquidity is squeezed out, we can expect the price action to address the Fair Value Gap (FVG) left between the 56.50% to 55.83% levels.  **-------------------- We told you first, Fed. Russian Insiders**",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,5,positive,3.75,1.3568407311811534,3.8721044843350265
2024-07-27 20:00:00+00:00,JUST IN:  PRESIDENT DONALD J. TRUMP TAKES THE MAIN STAGE AT #BITCOIN CONFERENCE IN NASHVILLE.,0.0,0.0,0.0,0.0,0.0,1.0,2024,30,5,positive,7.958333333333334,2.0828414147757965,4.6174370478608955
2024-07-27 20:00:00+00:00, PRESIDENT DONALD TRUMP IS LIVE AT THE BITCOIN CONFERENCE NOW.,0.0,0.0,1.0,0.0,0.0,0.0,2024,30,5,positive,7.958333333333334,2.0828414147757965,4.6174370478608955
2024-07-27 20:00:00+00:00,JUST IN:  Donald Trump says #Bitcoin will one day probably surpass the market cap of Gold. Bullish ,0.0,0.0,1.0,0.0,0.0,0.0,2024,30,5,positive,7.958333333333334,2.0828414147757965,4.6174370478608955
2024-07-27 20:00:00+00:00,"JUST IN:  Donald Trump says ""the United States will be the crypto capital of the planet and the #Bitcoin superpower of the world."" ""Bitcoin is going to the moon.""",0.0,0.0,0.0,0.0,0.0,1.0,2024,30,5,positive,7.958333333333334,2.0828414147757965,4.6174370478608955
2024-07-27 20:00:00+00:00,BREAKING Donald Trump plans to fire Gary Gensler on his first day in office and appoint a new SEC Chairman to build the future of #Bitcoin and crypto in the USA. He is also going to appoint a Bitcoin and crypto presidential regulatory council. ,0.0,0.0,1.0,0.0,0.0,0.0,2024,30,5,positive,7.958333333333334,2.0828414147757965,4.6174370478608955
2024-07-27 21:00:00+00:00,BREAKING:  Donald Trump announces he will create a US Government strategic national Bitcoin stockpile if elected. -Senator Lummis Proposes U.S. Purchase 1 Million Bitcoin Over 5 Years,0.0,0.0,1.0,0.0,0.0,0.0,2024,30,5,positive,8.541666666666664,3.7760902325828445,5.116865694232309
2024-07-28 02:00:00+00:00,"**$BTC** **UPDATE VIP **-------------------- **BREAKING:  President Donald Trump says, ****#Bitcoin**** is not threatening the dollar.** -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,6,positive,7.250000000000001,5.649786247237761,7.675581084814215
2024-07-28 08:00:00+00:00,"$BTC VIP Analysis JULY 28th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH -------------------- The price action, while initially consolidating above its horizontal resistance level, couldn't sustain above it and faced rejection. Currently, the price action is consolidating below the horizontal resistance level marked between $68,967 and $68,124. We can anticipate further rejection levels from this area.  ------------------- MAIN INTEREST LEVELS SHORT $67,172 LONG $65,240 PREDICTED DAILY RANGE $64,853 to $67,202 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ------------------- Yours truly, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,6,neutral,4.416666666666667,1.4403663016556707,10.238104247801981
2024-07-28 15:00:00+00:00,"VIP MARKET UPDATE: $BTC  Bitcoin recently broke out above horizontal resistance but failed to sustain a successful retest. A successful retest above this level would indicate further bullish confirmation, while a rejection could lead to another test of the trendline support. It's important to watch the weekly candle closure, as it might bring increased volatility.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,30,6,neutral,1.7916666666666667,0.048702515089373094,11.563590697234904
2024-07-28 18:00:00+00:00,$BTC looking strong. Things are happening. Market is strong Wednesday pump will be WILD ,0.0,0.0,0.0,0.0,1.0,0.0,2024,30,6,positive,1.8750000000000002,0.005174671414796821,11.568770696543671
2024-07-28 20:00:00+00:00,"**$BTC** **UPDATE VIP -------------------- **The price action of $BTC on the daily timeframe is showing a drop from its horizontal resistance level and is once again testing its resistance trendline region. The formation of a double top pattern suggests the potential for further downward movement in $BTC's price.  **-------------------- We told you first, Fed. Russian Insiders**",1.0,0.0,0.0,0.0,0.0,0.0,2024,30,6,negative,0.20833333333333326,0.6963544427367157,11.53935464528465
2024-07-29 02:00:00+00:00,"**$BTC** **UPDATE VIP **--------------------  **NEW : ****#BitLayer**** a bitcoin******** layer-2 blockchain raised $11 million in a Series A round.** The funding round was led by Franklin Templeton, known for its #Bitcoin and #ETH ETFs. -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,31,0,positive,0.9166666666666667,-0.33232432754208374,10.35689743041398
2024-07-29 07:00:00+00:00,"**July 29, 2024  MARKET ANALYSIS:** Market Cap: $2.48 Trillion 24h Volume: $52.47 Billion BTC Dominance: 55.4% ETH Dominance: 16.4% BK Health Standard: 5.3 (1 to 10) BK Sentiment: 52% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. QKC: +44% 2. BOME: +22% 3. RIF: +16% **Top Losers** 1. CVP: -8% 2. GTC: -7% 3. WIN: -4% **BINANCE FUTURES: Top Gainers** 1. BOMEUSDT: +21% 2. RIFUSDT: +20% **Top Losers** 1. GTCUSDT: -7.5% 2. COMPUSDT: -3.5% **LARGEST VOLUME (24h)** 1. BTC/USDT ($22200m) 2. ETH/USDT ($11100m) **DAILY OUTLOOK** QKC, BOME, and RIF Token are the top market gainers. Bitcoin closed the week with a bullish candle, and the next resistance level is at $70K. If BTC breaks through, it could confirm further bullish momentum. However, a rejection at this level might lead to additional consolidation.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,31,0,positive,1.7083333333333333,0.8681459446015171,9.171057901083692
2024-07-29 12:00:00+00:00,"**FLASH VIP SALE**  **BTC BREAKING OUT!** With BTC recovering and gaining strength, were about to see the most profitable move of the years, and entries well never see again!**** Dont miss this Bull Merket Limited Spots Available!!  -> 1 Month - $290 (was $700) -> 3 Months - $480 (was $1,300) **->****Lifetime - $600 (was $2,700)** **USDT (TRC20)**: `TWK3UKJ2d1xrGfS5QxtFZbcsqUfhcs5Szh` **BTC**: `12LyvUGAqbkrNhuZMJKcFiEFRX8jQewHDs` __(tap payment address to copy)__ *__To complete your registration send a transaction confirmation screenshot to ____t.me/@BKCEO____ __ **What does Binance Killers VIP include?** 92%+ Accuracy Futures/Spot/Alt Signals: Scalps (1-2 per day on average), Swing Trades (2-3 per week) and our obscene Mega Signals (1 every 1-2 months), with a 300%-1000% profit potential. All of these with precise Technical, Fundamental and Sentiment analysis, exact entry and exit points, intensive risk and trade management, 24/7 admin support with @BKCEO and a joke or two here and there. All analysis, updates and signals are handcrafted by our team of top global traders and analysts. **Extras: ** - Proprietary Cornix Auto-Trade Integration - The largest learning material library for trading in the world - Exclusive access to new projects, whitelists and early gems - Now offering full support to US, Canada and UK VIP members Feel free to ask t.me/bkceo anything, were here to answer your questions.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,31,0,positive,2.2916666666666665,1.2076710187258952,8.075858729147534
2024-07-29 14:00:00+00:00,"VIP MARKET UPDATE: $BTC  Bitcoin has broken through horizontal resistance and is currently retesting. A successful retest above this level would confirm a bullish trend. However, if the price falls below the horizontal support, the breakout could be a trap, indicating a potential market correction.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,31,0,positive,3.0416666666666665,1.4775527368542891,7.741677524309038
2024-07-29 16:00:00+00:00,Breaking  The US government just transferred $2 billion worth of #BTC,0.0,0.0,0.0,0.0,0.0,1.0,2024,31,0,positive,3.7083333333333335,2.0841825403787584,7.535210417879711
2024-07-29 19:00:00+00:00,"**$BTC**** DOMINANCE DOMINANCE** ** -------------------- **The price action of $BTC  on the daily timeframe, as expected, faced rejection and is currently filling out the FVG gap between the 56.60% to 55.83% levels. After a period of consolidation in a compression phase, the price has moved into the FVG gap territory. We can anticipate further rejection levels as the price action progresses . **-------------------- We told you first, Fed. Russian Insiders**",1.0,0.0,0.0,0.0,0.0,0.0,2024,31,0,negative,2.125,2.663171524103055,7.414969879033859
2024-07-29 20:00:00+00:00,"VIP MARKET UPDATE: $BTC DOMINANCE  BTC.D is currently forming an ascending triangle pattern and encountering resistance rejection. A potential downward move in BTC.D is anticipated if a breakdown retest of the triangle occurs. Should BTC's price action remain sideways, we could see a resurgence in altcoin momentum.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,31,0,neutral,2.0,2.0489773889133107,7.300682087502949
2024-07-30 01:00:00+00:00,SIGNAL ID: #1563 **COIN: ****$BTC****/USDT (3-5x)** Direction: LONG  Target 1: 58800 Target 2: 59500 Target 3: 60500 Target 4: 61000 Target 5: 62000 Target 6: 63000 Target 7: 65000 Target 8: 70000 121.3% Profit (5x) Our VIPs know exactly what to do to maximize profits. Book your seat now and never miss another move! Message: t.me/BKCEO  - Binance Killers,0.0,0.0,0.0,1.0,0.0,0.0,2024,31,1,positive,2.1666666666666665,-0.29374511290574534,6.681970801142542
2024-07-30 02:00:00+00:00,"**$BTC** **UPDATE VIP **--------------------  **BlackRock (IBIT) Daily ****$BTC**** inflow +203.6 million yesterday.** -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,31,1,positive,2.9583333333333335,0.031419721681025414,6.617036544960425
